Name,Number_of_Employees,Wilaya,City
El-baraka Palace Kitchen,59,24,5665
El-Mesk Taste Oasis,71,49,1801
El-Mesk Taste Oasis,84,45,2292
El-Djenina Flavors Shack,78,21,3790
El-Boustane Grill House,67,26,2290
El-Mesk Palace Kitchen,68,40,522
El-Boustane Flavors Shack,64,22,200
El-Mesk Cuisine Haven,28,2,4909
El-Mesk Grill House,71,19,3172
El-Rahma Grill House,57,46,4158
El-Rahma Grill House,25,27,438
El-Djenina Palace Kitchen,50,13,4586
El-baraka Flavors Shack,53,16,1853
El-Rahma Palace Kitchen,87,48,3998
El-Djenina Palace Kitchen,77,46,5138
El-Magharibi Taste Oasis,88,49,1274
El-baraka Flavors Shack,38,1,173
El-baraka Taste Oasis,41,18,5550
El-Rahma Palace Kitchen,76,36,5177
El-Magharibi Cuisine Haven,48,43,5295
El-Djenina Taste Oasis,51,7,1694
Lalla Grill House,51,56,329
El-Magharibi Flavors Shack,96,40,3849
El-Boustane Palace Kitchen,51,4,4811
El-Boustane Flavors Shack,51,25,141
El-Magharibi Palace Kitchen,73,14,3850
El-Djenina Taste Oasis,71,40,4029
El-Rahma Cuisine Haven,40,36,1677
El-Boustane Cuisine Haven,73,10,5467
El-Mesk Taste Oasis,53,10,3777
Lalla Palace Kitchen,95,5,1502
Lalla Taste Oasis,73,51,3045
El-baraka Flavors Shack,74,33,2887
El-baraka Cuisine Haven,96,9,3265
El-Boustane Cuisine Haven,90,16,2945
El-baraka Grill House,24,33,3085
El-Djenina Taste Oasis,98,23,3559
El-baraka Taste Oasis,92,3,2142
El-Rahma Cuisine Haven,97,54,5315
El-Rahma Grill House,87,30,418
El-Magharibi Palace Kitchen,43,33,3754
El-Mesk Cuisine Haven,75,31,2298
Lalla Grill House,66,36,2735
El-Mesk Palace Kitchen,61,17,1811
El-Djenina Palace Kitchen,45,42,4918
El-Mesk Grill House,28,29,4343
El-Mesk Grill House,27,9,1312
El-Boustane Flavors Shack,25,12,5497
El-Rahma Grill House,85,3,1058
El-baraka Flavors Shack,37,5,2279
El-Magharibi Flavors Shack,66,11,3374
El-baraka Cuisine Haven,75,13,4829
El-Magharibi Palace Kitchen,39,52,4388
El-Magharibi Palace Kitchen,42,35,3242
El-Mesk Cuisine Haven,28,20,2662
El-Magharibi Cuisine Haven,87,4,4707
El-Mesk Taste Oasis,85,32,142
Lalla Taste Oasis,89,10,2041
El-Boustane Palace Kitchen,84,23,1020
El-Mesk Grill House,87,39,2259
El-baraka Palace Kitchen,68,58,1438
El-Mesk Taste Oasis,94,25,1980
Lalla Taste Oasis,69,48,3520
El-Magharibi Taste Oasis,39,20,4382
El-Boustane Cuisine Haven,36,44,1986
El-baraka Grill House,82,4,3906
Lalla Cuisine Haven,29,10,2920
El-Magharibi Flavors Shack,37,56,2496
El-Mesk Palace Kitchen,57,22,2901
Lalla Palace Kitchen,25,12,2394
El-Rahma Cuisine Haven,23,39,2606
El-Boustane Taste Oasis,70,22,4544
El-Rahma Grill House,83,36,4893
El-Magharibi Palace Kitchen,52,50,3406
El-Mesk Taste Oasis,95,18,2261
Lalla Cuisine Haven,63,37,3858
El-Boustane Taste Oasis,21,33,5470
El-Magharibi Palace Kitchen,77,25,1597
El-Magharibi Grill House,38,10,1344
El-Magharibi Flavors Shack,28,20,3235
El-Boustane Grill House,38,38,369
El-Djenina Taste Oasis,34,7,1056
El-baraka Taste Oasis,95,58,3859
Lalla Cuisine Haven,91,58,3479
Lalla Flavors Shack,25,19,1812
El-Mesk Palace Kitchen,55,19,3390
El-Mesk Grill House,60,48,1376
El-Rahma Cuisine Haven,49,12,2365
Lalla Palace Kitchen,100,14,963
El-Djenina Palace Kitchen,84,34,270
El-Mesk Taste Oasis,56,29,534
El-Magharibi Palace Kitchen,45,36,4364
El-Magharibi Flavors Shack,32,54,4763
El-Boustane Palace Kitchen,65,5,2677
El-Rahma Cuisine Haven,44,16,4232
El-Magharibi Taste Oasis,41,47,2843
El-Djenina Cuisine Haven,31,15,4342
El-Mesk Taste Oasis,32,33,1958
Lalla Cuisine Haven,71,2,5332
El-Magharibi Taste Oasis,83,48,3589
El-Mesk Taste Oasis,70,30,1100
El-Djenina Taste Oasis,78,34,71
El-baraka Palace Kitchen,48,26,564
El-Boustane Cuisine Haven,66,21,3981
El-Djenina Grill House,27,35,3962
El-Mesk Taste Oasis,89,39,2305
El-Djenina Flavors Shack,34,30,1835
El-Rahma Taste Oasis,75,44,5146
El-Mesk Grill House,74,20,1141
El-Djenina Taste Oasis,67,1,2640
El-Boustane Grill House,37,44,3546
El-Mesk Taste Oasis,67,13,4416
El-baraka Taste Oasis,55,7,2073
El-baraka Cuisine Haven,74,16,5558
El-Boustane Taste Oasis,77,49,3278
El-Boustane Cuisine Haven,57,4,1705
El-Magharibi Grill House,94,43,1452
El-Magharibi Grill House,45,44,980
El-Djenina Taste Oasis,74,30,2801
El-Djenina Taste Oasis,50,3,1377
El-baraka Taste Oasis,56,17,1728
El-Mesk Palace Kitchen,58,52,5373
El-Magharibi Palace Kitchen,90,49,2905
El-Rahma Flavors Shack,66,3,4541
El-Djenina Palace Kitchen,90,21,2469
El-baraka Flavors Shack,85,13,928
El-baraka Taste Oasis,60,22,1182
El-Rahma Cuisine Haven,72,44,3129
Lalla Taste Oasis,82,27,5025
El-Magharibi Taste Oasis,39,36,801
El-Magharibi Flavors Shack,53,45,360
El-Mesk Grill House,85,47,719
Lalla Grill House,56,24,4939
El-Boustane Cuisine Haven,61,1,682
El-baraka Cuisine Haven,96,2,5393
El-Mesk Grill House,20,48,1257
Lalla Flavors Shack,90,48,2577
El-Boustane Palace Kitchen,93,43,4701
Lalla Flavors Shack,74,38,1897
El-baraka Taste Oasis,60,26,1950
El-Magharibi Taste Oasis,27,19,2041
El-Mesk Grill House,34,7,3853
El-Magharibi Taste Oasis,48,44,618
El-Mesk Flavors Shack,27,38,2775
El-Rahma Taste Oasis,29,52,3821
El-Mesk Palace Kitchen,48,37,3313
El-Djenina Cuisine Haven,52,45,4231
El-Rahma Taste Oasis,40,37,898
Lalla Flavors Shack,40,9,3649
El-Rahma Cuisine Haven,78,1,343
El-Mesk Palace Kitchen,41,33,986
El-baraka Grill House,51,51,2283
El-Djenina Cuisine Haven,97,31,3394
El-baraka Flavors Shack,26,25,4709
El-Magharibi Palace Kitchen,99,24,5531
El-Rahma Grill House,86,57,1197
El-Rahma Taste Oasis,28,17,4795
El-Boustane Taste Oasis,53,31,2582
El-Magharibi Cuisine Haven,85,56,2771
El-Rahma Taste Oasis,86,12,3563
El-baraka Flavors Shack,73,52,941
El-Djenina Cuisine Haven,39,13,1551
El-Mesk Taste Oasis,38,44,3024
Lalla Flavors Shack,50,46,3239
El-Rahma Cuisine Haven,21,25,4984
El-Magharibi Cuisine Haven,53,57,3492
Lalla Palace Kitchen,53,5,3055
El-Mesk Palace Kitchen,22,1,2331
El-Djenina Cuisine Haven,97,47,5112
El-Mesk Flavors Shack,98,2,895
El-Boustane Flavors Shack,69,31,696
El-Boustane Palace Kitchen,43,49,3881
El-Magharibi Grill House,45,23,400
El-Rahma Cuisine Haven,78,7,4262
El-Rahma Taste Oasis,26,1,1114
Lalla Cuisine Haven,92,5,2886
El-baraka Flavors Shack,70,34,1769
El-Magharibi Cuisine Haven,67,11,3289
El-baraka Palace Kitchen,70,25,3793
El-baraka Grill House,44,17,5232
Lalla Grill House,69,12,673
El-baraka Cuisine Haven,44,49,2901
El-Boustane Flavors Shack,95,11,3244
Lalla Taste Oasis,48,48,4242
El-Rahma Palace Kitchen,61,2,3016
El-Mesk Taste Oasis,92,37,2997
El-Rahma Grill House,74,49,3437
El-Magharibi Grill House,22,37,2001
El-Boustane Taste Oasis,80,30,2435
El-Mesk Flavors Shack,30,13,3171
El-Mesk Flavors Shack,92,43,2897
Lalla Flavors Shack,80,12,1082
Lalla Flavors Shack,58,16,638
El-baraka Cuisine Haven,23,26,3064
El-Djenina Palace Kitchen,76,41,3933
El-Boustane Palace Kitchen,98,58,1811
El-baraka Flavors Shack,79,33,210
El-Magharibi Flavors Shack,42,24,3747
Lalla Grill House,67,12,2590
El-Magharibi Flavors Shack,26,53,4374
El-Djenina Grill House,97,4,4631
El-baraka Grill House,79,26,3547
El-Rahma Grill House,59,23,5763
El-Mesk Grill House,70,19,189
El-Rahma Grill House,67,2,4258
El-baraka Taste Oasis,90,3,1463
El-Boustane Taste Oasis,80,10,3899
El-baraka Grill House,32,55,2198
El-Boustane Palace Kitchen,56,2,2977
El-Magharibi Flavors Shack,89,2,1634
El-Mesk Flavors Shack,52,38,4993
El-Mesk Flavors Shack,56,48,927
El-Magharibi Flavors Shack,45,18,3939
Lalla Flavors Shack,32,24,3647
Lalla Grill House,99,21,2382
El-Djenina Grill House,87,47,2436
El-Rahma Cuisine Haven,39,56,5218
Lalla Flavors Shack,51,54,289
El-Boustane Taste Oasis,70,1,2597
El-baraka Grill House,92,30,1668
El-baraka Taste Oasis,75,22,1893
El-Magharibi Flavors Shack,63,56,1613
El-baraka Flavors Shack,52,21,2986
El-Mesk Grill House,88,21,1794
El-Boustane Cuisine Haven,31,27,2283
El-Mesk Flavors Shack,84,20,1191
El-Magharibi Palace Kitchen,79,47,5389
Lalla Taste Oasis,83,50,2098
El-Magharibi Palace Kitchen,94,31,5399
El-baraka Palace Kitchen,93,45,264
El-Mesk Grill House,74,49,4274
El-Mesk Grill House,77,17,5581
El-Rahma Grill House,32,25,105
El-Magharibi Flavors Shack,56,54,98
El-Mesk Flavors Shack,27,52,5039
Lalla Taste Oasis,93,28,4200
El-Boustane Flavors Shack,48,30,3032
El-Rahma Grill House,35,23,2360
El-Mesk Flavors Shack,95,48,3147
El-Magharibi Flavors Shack,62,13,1592
Lalla Cuisine Haven,93,9,4861
El-Magharibi Grill House,84,12,4456
Lalla Flavors Shack,31,53,2001
El-Boustane Grill House,84,20,2352
El-Boustane Flavors Shack,85,22,1241
El-Djenina Cuisine Haven,80,30,220
El-baraka Taste Oasis,81,2,405
El-Mesk Palace Kitchen,44,25,2145
El-baraka Cuisine Haven,66,39,2576
El-Magharibi Palace Kitchen,30,45,1779
El-Magharibi Taste Oasis,48,15,2533
El-baraka Palace Kitchen,86,25,4179
El-Rahma Grill House,71,51,2528
Lalla Grill House,38,4,2803
El-Magharibi Flavors Shack,77,19,1435
El-Magharibi Palace Kitchen,25,11,3019
El-baraka Flavors Shack,81,25,4207
El-Rahma Flavors Shack,67,58,4149
El-Rahma Taste Oasis,34,35,2504
El-Magharibi Grill House,46,4,4215
El-Mesk Grill House,58,35,237
Lalla Palace Kitchen,99,7,238
El-Boustane Palace Kitchen,74,25,3689
El-Magharibi Palace Kitchen,49,41,3505
El-Rahma Grill House,58,48,1410
El-Djenina Flavors Shack,65,28,2758
El-Djenina Flavors Shack,34,1,1486
El-baraka Flavors Shack,34,18,3139
El-Djenina Grill House,34,38,284
El-Mesk Palace Kitchen,29,8,2430
Lalla Palace Kitchen,75,27,3889
El-baraka Grill House,83,49,566
El-Boustane Palace Kitchen,99,56,931
El-Boustane Grill House,70,50,1714
El-Djenina Taste Oasis,20,53,2346
El-Magharibi Flavors Shack,76,13,1107
El-Rahma Flavors Shack,48,6,253
El-Magharibi Taste Oasis,51,25,1973
El-Mesk Grill House,71,4,359
El-Boustane Cuisine Haven,85,10,601
El-Rahma Cuisine Haven,67,41,3384
El-Djenina Palace Kitchen,90,42,2993
El-Djenina Taste Oasis,30,19,2244
El-Rahma Cuisine Haven,72,24,4629
El-Rahma Palace Kitchen,95,39,3034
El-Djenina Taste Oasis,97,18,1135
El-Boustane Palace Kitchen,75,10,4173
El-Boustane Flavors Shack,91,54,3101
El-Djenina Grill House,72,23,2505
El-baraka Taste Oasis,42,36,4931
El-Mesk Cuisine Haven,66,2,414
El-Rahma Palace Kitchen,46,40,1063
El-Djenina Palace Kitchen,77,40,1510
El-Rahma Palace Kitchen,61,54,3702
El-Mesk Grill House,56,16,3946
El-baraka Grill House,34,31,4129
El-Mesk Cuisine Haven,32,19,3038
El-Rahma Flavors Shack,22,6,1849
El-Rahma Taste Oasis,74,15,5687
El-Rahma Palace Kitchen,89,1,4975
El-Mesk Cuisine Haven,23,55,2983
El-baraka Palace Kitchen,97,52,4056
El-Boustane Taste Oasis,37,30,2392
El-baraka Taste Oasis,32,26,383
Lalla Taste Oasis,84,47,5416
El-Boustane Flavors Shack,43,8,5728
El-Mesk Palace Kitchen,20,49,628
El-Rahma Palace Kitchen,42,7,2131
El-Boustane Taste Oasis,80,42,1510
Lalla Taste Oasis,48,52,5351
El-Boustane Palace Kitchen,33,12,3010
El-baraka Taste Oasis,51,17,5132
El-Boustane Grill House,60,38,5551
El-baraka Taste Oasis,21,35,5157
El-Rahma Taste Oasis,51,6,2671
Lalla Palace Kitchen,81,19,4347
El-Djenina Grill House,67,31,5000
El-baraka Palace Kitchen,82,41,173
El-baraka Taste Oasis,58,32,2911
Lalla Taste Oasis,35,29,2228
El-Magharibi Taste Oasis,64,5,2958
El-baraka Cuisine Haven,38,50,687
El-Rahma Flavors Shack,96,24,1924
El-baraka Palace Kitchen,76,30,201
El-Rahma Grill House,70,2,2191
El-Boustane Taste Oasis,100,39,1305
El-Mesk Taste Oasis,55,4,3742
El-Mesk Taste Oasis,76,16,2722
El-Rahma Palace Kitchen,47,11,4382
El-Boustane Taste Oasis,60,14,931
El-Mesk Cuisine Haven,90,45,4049
El-Boustane Grill House,62,42,1743
El-baraka Flavors Shack,51,56,186
El-Rahma Taste Oasis,58,45,4065
El-Magharibi Palace Kitchen,69,47,5414
El-Djenina Taste Oasis,69,30,5452
El-Djenina Palace Kitchen,28,7,1866
El-baraka Palace Kitchen,56,53,4313
El-baraka Cuisine Haven,69,28,3834
El-Rahma Palace Kitchen,67,39,3045
El-Djenina Taste Oasis,44,2,272
El-Magharibi Flavors Shack,75,7,1558
El-Boustane Flavors Shack,85,54,1523
El-Djenina Grill House,55,3,4798
Lalla Palace Kitchen,62,8,2608
El-baraka Grill House,79,40,3604
El-Mesk Cuisine Haven,96,4,2681
El-baraka Palace Kitchen,82,56,365
El-Rahma Taste Oasis,48,51,5378
Lalla Cuisine Haven,46,45,4342
El-Mesk Grill House,80,48,1646
Lalla Grill House,24,53,482
El-Boustane Palace Kitchen,29,49,3609
El-baraka Cuisine Haven,57,55,1981
El-Magharibi Flavors Shack,66,24,4574
El-Djenina Cuisine Haven,28,11,5199
El-Djenina Grill House,73,33,3852
El-Magharibi Taste Oasis,74,15,2938
El-Mesk Cuisine Haven,89,12,4083
El-Mesk Grill House,92,19,1236
El-Mesk Flavors Shack,77,22,5445
El-baraka Taste Oasis,86,42,4011
El-Boustane Palace Kitchen,23,10,4843
El-Boustane Cuisine Haven,63,3,3390
El-Rahma Cuisine Haven,36,14,1017
El-Rahma Grill House,59,33,4144
El-Boustane Flavors Shack,32,30,2871
Lalla Flavors Shack,61,26,4885
El-Mesk Taste Oasis,41,33,1449
El-Djenina Taste Oasis,48,3,1392
El-Djenina Flavors Shack,56,46,5797
El-Boustane Palace Kitchen,88,44,247
El-Djenina Palace Kitchen,82,57,5583
El-Mesk Grill House,27,15,3411
El-baraka Flavors Shack,79,14,5551
El-Boustane Palace Kitchen,58,44,1874
El-Djenina Cuisine Haven,54,15,2448
El-Boustane Palace Kitchen,36,11,5640
Lalla Palace Kitchen,99,21,4611
El-Magharibi Palace Kitchen,52,11,2472
El-Magharibi Taste Oasis,58,24,2937
El-Mesk Flavors Shack,67,39,4717
El-Magharibi Flavors Shack,53,29,5060
El-Rahma Palace Kitchen,26,53,5385
Lalla Palace Kitchen,94,41,2850
El-Magharibi Flavors Shack,89,18,4443
Lalla Taste Oasis,93,51,4005
El-Magharibi Cuisine Haven,43,36,5200
El-Boustane Taste Oasis,55,58,2880
El-Djenina Flavors Shack,72,58,3548
El-Rahma Palace Kitchen,64,34,4764
El-Rahma Grill House,75,24,3259
El-Mesk Grill House,39,14,4507
El-Boustane Palace Kitchen,38,43,3276
El-Magharibi Taste Oasis,57,10,1842
El-baraka Taste Oasis,79,13,2476
El-Magharibi Flavors Shack,63,1,3332
El-baraka Cuisine Haven,21,4,3673
El-Rahma Palace Kitchen,98,54,1129
El-baraka Grill House,86,43,374
El-Magharibi Taste Oasis,94,46,3393
El-Magharibi Taste Oasis,40,13,3092
El-Mesk Cuisine Haven,29,37,1858
El-Djenina Grill House,75,2,3040
El-Boustane Grill House,67,48,5165
Lalla Flavors Shack,92,29,4050
El-Mesk Palace Kitchen,68,54,4549
El-Rahma Grill House,92,15,3388
El-Djenina Flavors Shack,91,53,5186
El-Boustane Palace Kitchen,81,16,3478
El-baraka Cuisine Haven,87,17,5527
El-Boustane Flavors Shack,26,29,3268
El-Magharibi Flavors Shack,43,13,4468
Lalla Palace Kitchen,32,46,847
El-Mesk Flavors Shack,38,56,1511
El-Mesk Flavors Shack,24,39,4841
El-Djenina Grill House,71,35,3099
El-Boustane Cuisine Haven,91,33,4828
El-baraka Flavors Shack,46,52,4132
El-Magharibi Grill House,51,55,2631
El-Boustane Palace Kitchen,55,8,3532
El-Djenina Taste Oasis,29,39,4010
Lalla Taste Oasis,46,30,3422
El-Mesk Palace Kitchen,64,55,1641
El-Magharibi Taste Oasis,91,20,2216
Lalla Cuisine Haven,74,44,4145
El-Mesk Flavors Shack,98,57,2528
El-Boustane Flavors Shack,25,18,1495
El-baraka Taste Oasis,71,51,2978
El-Boustane Flavors Shack,45,25,2303
El-Djenina Flavors Shack,21,35,2155
Lalla Grill House,28,18,5316
Lalla Cuisine Haven,91,23,2369
El-Rahma Cuisine Haven,88,54,4656
El-baraka Palace Kitchen,42,27,4591
El-Mesk Palace Kitchen,74,39,2551
El-Rahma Taste Oasis,56,20,2053
El-Djenina Cuisine Haven,81,45,1957
El-Mesk Grill House,63,1,1527
El-Mesk Grill House,70,19,2228
El-Boustane Taste Oasis,64,2,3815
El-Djenina Taste Oasis,58,46,4261
El-Rahma Cuisine Haven,48,55,5181
El-Mesk Grill House,57,33,1997
El-Rahma Taste Oasis,93,28,614
El-Djenina Cuisine Haven,55,1,5636
El-Mesk Grill House,84,55,4171
El-baraka Taste Oasis,44,53,1640
El-Magharibi Grill House,63,55,3680
El-Boustane Taste Oasis,55,19,3347
El-Mesk Palace Kitchen,62,19,4896
El-Magharibi Grill House,88,28,5088
El-Rahma Cuisine Haven,50,38,2807
El-baraka Grill House,87,17,3745
El-Rahma Cuisine Haven,81,41,1220
El-Mesk Grill House,84,2,5787
El-baraka Taste Oasis,23,55,1865
El-Boustane Flavors Shack,37,12,2344
El-baraka Grill House,48,35,1334
El-Magharibi Palace Kitchen,41,26,3109
Lalla Palace Kitchen,85,29,5019
El-Rahma Cuisine Haven,97,14,1570
Lalla Cuisine Haven,59,21,5703
El-Magharibi Flavors Shack,57,47,3748
El-Rahma Flavors Shack,38,36,5683
El-Boustane Cuisine Haven,47,47,3115
Lalla Flavors Shack,90,36,2228
El-baraka Flavors Shack,94,7,2293
El-Magharibi Palace Kitchen,60,18,350
El-Rahma Grill House,82,18,1565
El-Rahma Cuisine Haven,21,43,2278
Lalla Taste Oasis,57,20,3023
El-Rahma Taste Oasis,97,58,450
El-Boustane Grill House,49,41,5446
El-Rahma Palace Kitchen,93,10,1021
El-baraka Cuisine Haven,91,5,2331
Lalla Flavors Shack,60,19,1048
El-Magharibi Flavors Shack,71,35,3509
El-Djenina Cuisine Haven,48,27,5110
El-Djenina Palace Kitchen,65,8,4571
El-baraka Flavors Shack,37,39,1745
Lalla Palace Kitchen,25,6,5328
El-Rahma Palace Kitchen,88,52,783
Lalla Taste Oasis,36,35,5524
El-Djenina Grill House,100,26,2845
El-baraka Cuisine Haven,40,23,2386
El-Mesk Grill House,30,4,1919
El-Boustane Grill House,82,25,2405
El-baraka Flavors Shack,53,44,5319
Lalla Palace Kitchen,59,27,3722
El-baraka Flavors Shack,99,42,385
El-Boustane Flavors Shack,90,5,5333
El-Djenina Palace Kitchen,67,33,780
El-baraka Flavors Shack,46,28,3221
El-Boustane Palace Kitchen,83,20,1903
El-Magharibi Flavors Shack,48,30,4589
El-Rahma Palace Kitchen,27,9,2742
Lalla Palace Kitchen,23,13,621
El-baraka Taste Oasis,20,9,3652
El-Boustane Cuisine Haven,99,48,1136
El-Rahma Palace Kitchen,25,30,1902
El-Djenina Cuisine Haven,88,51,3449
Lalla Cuisine Haven,74,41,3715
El-Boustane Cuisine Haven,73,23,1590
El-Djenina Grill House,68,48,2443
El-Djenina Palace Kitchen,27,45,4793
El-Djenina Cuisine Haven,49,32,586
El-Magharibi Taste Oasis,89,7,3111
El-Rahma Palace Kitchen,51,56,3368
El-Boustane Grill House,82,13,393
Lalla Grill House,21,41,3997
El-Djenina Grill House,29,30,4540
El-baraka Taste Oasis,31,14,3572
El-Magharibi Grill House,87,13,1599
El-Mesk Flavors Shack,31,1,1185
El-Boustane Palace Kitchen,38,58,5390
Lalla Cuisine Haven,73,14,5192
Lalla Grill House,78,51,2191
El-Rahma Cuisine Haven,65,46,1322
El-Magharibi Cuisine Haven,74,32,494
El-Magharibi Grill House,76,55,3201
El-baraka Flavors Shack,27,42,2766
El-Magharibi Palace Kitchen,87,55,1161
El-baraka Palace Kitchen,95,41,4686
El-Rahma Grill House,72,42,3945
El-Mesk Taste Oasis,25,30,1814
El-baraka Taste Oasis,73,55,4033
El-Mesk Flavors Shack,35,23,1282
El-Magharibi Cuisine Haven,44,13,2808
El-baraka Flavors Shack,53,33,372
Lalla Cuisine Haven,79,51,1553
El-Rahma Taste Oasis,57,30,3853
El-Boustane Flavors Shack,37,48,549
Lalla Palace Kitchen,82,33,2659
El-Magharibi Flavors Shack,25,44,535
El-Djenina Taste Oasis,63,14,485
El-Djenina Grill House,77,58,4978
El-Rahma Palace Kitchen,51,39,1852
Lalla Palace Kitchen,33,34,3372
Lalla Cuisine Haven,74,39,1863
El-Mesk Grill House,100,33,1243
El-Magharibi Grill House,80,2,2430
El-Djenina Flavors Shack,33,17,4765
El-Djenina Grill House,66,45,2528
El-Mesk Flavors Shack,36,39,1790
El-Rahma Flavors Shack,60,57,1991
El-Magharibi Palace Kitchen,37,56,971
El-Rahma Cuisine Haven,93,23,4639
El-Boustane Cuisine Haven,98,56,1725
El-Djenina Taste Oasis,43,2,4888
El-Mesk Taste Oasis,55,23,4498
El-Boustane Cuisine Haven,42,24,1907
El-Boustane Palace Kitchen,51,16,2662
El-Magharibi Taste Oasis,90,7,4086
El-baraka Grill House,38,30,2834
El-Boustane Palace Kitchen,84,56,2852
El-Mesk Grill House,35,46,4645
Lalla Flavors Shack,83,7,265
El-baraka Taste Oasis,26,53,4272
Lalla Cuisine Haven,51,4,676
El-Rahma Grill House,37,35,3908
El-Magharibi Taste Oasis,92,1,4945
El-Rahma Grill House,33,26,2786
El-Djenina Cuisine Haven,32,3,3169
Lalla Flavors Shack,21,5,5089
El-Boustane Grill House,24,49,5013
El-Djenina Grill House,93,2,1511
El-Boustane Taste Oasis,39,16,4934
El-Rahma Cuisine Haven,72,32,1812
El-Boustane Taste Oasis,67,2,5364
El-Djenina Taste Oasis,73,23,84
El-Mesk Taste Oasis,43,3,4430
El-Rahma Taste Oasis,60,25,4964
El-baraka Cuisine Haven,41,25,2832
El-Rahma Taste Oasis,95,58,3390
El-Rahma Grill House,65,19,3845
El-Djenina Taste Oasis,30,31,5556
El-Magharibi Grill House,42,37,163
El-Boustane Taste Oasis,95,41,1769
Lalla Grill House,97,44,2650
El-Djenina Cuisine Haven,36,27,2610
El-Rahma Palace Kitchen,64,36,1684
El-Mesk Flavors Shack,49,37,1893
Lalla Flavors Shack,79,47,3761
El-Magharibi Taste Oasis,51,7,2946
El-Boustane Flavors Shack,31,43,4265
Lalla Flavors Shack,32,29,3196
El-baraka Flavors Shack,29,42,1683
El-baraka Grill House,38,27,2970
El-Rahma Taste Oasis,86,30,2630
El-Djenina Cuisine Haven,48,6,729
El-Boustane Grill House,41,43,3215
Lalla Flavors Shack,21,37,4301
El-Boustane Grill House,20,47,4824
El-Magharibi Palace Kitchen,59,17,5422
El-Rahma Flavors Shack,72,23,3454
El-Djenina Palace Kitchen,42,15,2432
El-Boustane Taste Oasis,64,41,4322
El-Rahma Cuisine Haven,76,54,981
El-Boustane Flavors Shack,95,31,3943
El-Djenina Grill House,95,3,2489
El-Mesk Flavors Shack,59,20,3828
El-Boustane Flavors Shack,45,1,3001
El-Djenina Palace Kitchen,45,38,2934
El-Mesk Palace Kitchen,25,47,1271
El-Rahma Palace Kitchen,50,24,2431
El-Rahma Palace Kitchen,74,55,112
El-baraka Grill House,73,17,5734
El-Magharibi Grill House,28,50,4642
El-Djenina Taste Oasis,100,14,2303
El-baraka Palace Kitchen,30,6,4569
Lalla Palace Kitchen,82,6,4711
El-Boustane Grill House,67,41,2606
El-Mesk Cuisine Haven,40,45,1215
El-Magharibi Cuisine Haven,33,31,4697
El-baraka Cuisine Haven,31,3,3432
El-Djenina Taste Oasis,68,12,942
Lalla Taste Oasis,84,30,3341
El-Boustane Taste Oasis,20,50,1060
El-Boustane Cuisine Haven,65,57,2458
El-baraka Grill House,86,34,5077
El-Boustane Palace Kitchen,52,16,3183
El-Boustane Taste Oasis,94,48,3183
Lalla Cuisine Haven,71,21,2198
El-Mesk Cuisine Haven,49,5,3226
El-Djenina Taste Oasis,90,55,1349
El-Rahma Flavors Shack,77,33,3555
El-Mesk Taste Oasis,30,41,5172
Lalla Cuisine Haven,92,12,2591
El-Djenina Flavors Shack,26,26,352
El-Boustane Palace Kitchen,76,8,4027
El-Mesk Taste Oasis,78,41,5664
El-Mesk Cuisine Haven,71,32,5311
El-Magharibi Flavors Shack,31,58,2341
Lalla Flavors Shack,64,8,1545
Lalla Taste Oasis,29,2,4478
El-Boustane Cuisine Haven,31,5,3336
El-Boustane Grill House,50,10,4678
El-baraka Grill House,20,30,4436
